event_type,timestamp_s,sample_index,channel,polarity,amplitude_uv,label,raw_label,onset_s,duration_s
ADM,5.0703125,649.0,T6,UP,504.4636614373846,,,,
ADM,5.0859375,651.0,F8,UP,447.4328630711131,,,,
ADM,5.0859375,651.0,Fp2,UP,420.06645252184273,,,,
ADM,5.0859375,651.0,O1,DN,-406.45912413005055,,,,
ADM,5.0859375,651.0,T4,UP,414.91085963131206,,,,
ADM,5.09375,652.0,T5,DN,-420.6996525341351,,,,
ADM,5.1015625,653.0,P4,UP,445.45131424810234,,,,
ADM,5.1015625,653.0,T6,DN,-466.3907415878158,,,,
ADM,5.109375,654.0,Fz,DN,-405.8149181276236,,,,
ADM,5.1171875,655.0,Cz,UP,490.1429255814031,,,,
ADM,5.125,656.0,Pz,UP,407.230692965695,,,,
ADM,5.125,656.0,T6,DN,-495.4672490887114,,,,
ADM,5.15625,660.0,F3,UP,433.0902946199837,,,,
ADM,5.1640625,661.0,F4,UP,548.7990692814731,,,,
ADM,5.171875,662.0,C4,UP,416.62786171671235,,,,
ADM,5.171875,662.0,T4,UP,416.8036380899518,,,,
ADM,5.171875,662.0,T6,DN,-602.1237863321944,,,,
ADM,5.1796875,663.0,F8,UP,515.7250872547239,,,,
ADM,5.1796875,663.0,Fp2,UP,530.1810083406799,,,,
ADM,5.1796875,663.0,P3,DN,-448.581096583782,,,,
ADM,5.1796875,663.0,T5,DN,-462.64970221255925,,,,
ADM,5.1953125,665.0,T3,DN,-403.1322452712764,,,,
ADM,5.1953125,665.0,T6,DN,-486.66021207835064,,,,
ADM,5.203125,666.0,C3,UP,590.861199965243,,,,
ADM,5.203125,666.0,F3,UP,425.1459900851745,,,,
ADM,5.203125,666.0,F7,UP,658.3420299739032,,,,
ADM,5.203125,666.0,F8,UP,512.9801637635844,,,,
ADM,5.203125,666.0,P4,DN,-432.47594411205483,,,,
ADM,5.203125,666.0,Pz,DN,-470.8679717977759,,,,
ADM,5.2109375,667.0,F4,UP,431.7289831707351,,,,
ADM,5.2109375,667.0,T5,DN,-496.30786592093443,,,,
ADM,5.21875,668.0,Fp2,UP,402.8976348603931,,,,
ADM,5.21875,668.0,O1,DN,-673.8254635281752,,,,
ADM,5.21875,668.0,P3,DN,-543.8528912310144,,,,
ADM,5.2265625,669.0,F8,DN,-579.0094358868671,,,,
ADM,5.2265625,669.0,Fp1,UP,739.3279118243756,,,,
ADM,5.2265625,669.0,Fz,UP,494.0505514737808,,,,
ADM,5.234375,670.0,Cz,DN,-508.20966575635504,,,,
ADM,5.234375,670.0,O2,UP,641.4086060432961,,,,
ADM,5.2421875,671.0,C4,DN,-497.73212184516433,,,,
ADM,5.25,672.0,Pz,DN,-402.9406271818676,,,,
ADM,5.25,672.0,T5,UP,439.96532167610724,,,,
ADM,5.25,672.0,T6,UP,659.692301177876,,,,
ADM,5.2578125,673.0,O1,UP,409.5469787957968,,,,
ADM,5.265625,674.0,F3,DN,-561.9130214981791,,,,
ADM,5.2734375,675.0,F4,DN,-471.42627548039354,,,,
ADM,5.2734375,675.0,P3,UP,495.2703947994916,,,,
ADM,5.28125,676.0,C3,DN,-419.6198406266594,,,,
ADM,5.28125,676.0,T5,UP,429.243486467367,,,,
ADM,5.28125,676.0,T6,UP,527.2318736369127,,,,
ADM,5.2890625,677.0,Fp2,DN,-541.4723540130415,,,,
ADM,5.296875,678.0,F8,DN,-462.9057844084053,,,,
ADM,5.296875,678.0,Fz,DN,-556.3421072104694,,,,
ADM,5.296875,678.0,O1,UP,451.5133838755263,,,,
ADM,5.296875,678.0,T4,DN,-430.62073067897666,,,,
ADM,5.3046875,679.0,P4,UP,470.6101998699623,,,,
ADM,5.3046875,679.0,Pz,UP,505.0346654743341,,,,
ADM,5.3125,680.0,Fp1,DN,-433.45168930730455,,,,
ADM,5.3125,680.0,Fp2,DN,-416.47738783117717,,,,
ADM,5.3125,680.0,T6,UP,412.06605494671015,,,,
ADM,5.3203125,681.0,O2,UP,437.456326585038,,,,
ADM,5.3203125,681.0,P3,UP,485.04159840853606,,,,
ADM,5.328125,682.0,F4,DN,-416.9630128490521,,,,
ADM,5.328125,682.0,F7,DN,-469.3109494678156,,,,
ADM,5.328125,682.0,F8,DN,-486.1740221684949,,,,
ADM,5.328125,682.0,T5,UP,505.0799996220916,,,,
ADM,5.3359375,683.0,Fp2,DN,-402.88691062343753,,,,
ADM,5.3359375,683.0,Fz,DN,-493.18211075051164,,,,
ADM,5.3359375,683.0,O1,UP,577.6447525045429,,,,
ADM,5.3359375,683.0,T3,UP,414.96102367563446,,,,
ADM,5.34375,684.0,Fp1,DN,-413.91675533156416,,,,
ADM,5.3515625,685.0,T6,UP,442.9337205513358,,,,
ADM,5.359375,686.0,T5,UP,437.85112265495127,,,,
ADM,5.375,688.0,T4,DN,-436.3387938175729,,,,
ADM,5.3984375,691.0,Cz,UP,519.9322099624908,,,,
ADM,5.3984375,691.0,Fz,UP,469.88562167996855,,,,
ADM,5.3984375,691.0,O2,DN,-545.1566602787728,,,,
ADM,5.40625,692.0,F3,UP,434.1464296445477,,,,
ADM,5.40625,692.0,P4,DN,-473.3772846539746,,,,
ADM,5.40625,692.0,T5,DN,-456.56328014038064,,,,
ADM,5.4140625,693.0,Fp1,UP,488.3498938518556,,,,
ADM,5.4140625,693.0,O1,DN,-581.4485415305824,,,,
ADM,5.421875,694.0,C3,UP,441.71257429157873,,,,
ADM,5.421875,694.0,F4,UP,441.9156106456124,,,,
ADM,5.421875,694.0,Fz,UP,433.6394078468021,,,,
ADM,5.421875,694.0,T6,DN,-490.22571882309256,,,,
ADM,5.4296875,695.0,Fp2,UP,524.8238242268574,,,,
ADM,5.4375,696.0,C4,UP,436.03896720736265,,,,
ADM,5.4375,696.0,O2,DN,-479.1771327375266,,,,
ADM,5.4375,696.0,P3,DN,-517.1952169921764,,,,
ADM,5.4375,696.0,T5,DN,-509.6726246383472,,,,
ADM,5.4453125,697.0,O1,DN,-526.4788387463864,,,,
ADM,5.4609375,699.0,F8,UP,416.1733115065828,,,,
ADM,5.4609375,699.0,Fz,UP,434.0621496646264,,,,
ADM,5.4609375,699.0,T6,DN,-438.5523469685212,,,,
ADM,5.4921875,703.0,T4,UP,478.32923015632093,,,,
ADM,5.5,704.0,Fp2,UP,412.8375133238911,,,,
ADM,5.53125,708.0,F8,UP,451.5910148758489,,,,
ADM,5.53125,708.0,O2,UP,414.3746122860565,,,,
ADM,5.5390625,709.0,Fz,DN,-440.2947939005819,,,,
ADM,5.546875,710.0,T6,DN,-482.6373212151146,,,,
ADM,5.5546875,711.0,T5,DN,-422.8417494516984,,,,
ADM,5.5625,712.0,T4,UP,435.0328473487429,,,,
ADM,5.578125,714.0,Cz,DN,-442.88943411892313,,,,
ADM,5.578125,714.0,F8,UP,434.44406574894947,,,,
ADM,5.5859375,715.0,F7,UP,606.0213019929838,,,,
ADM,5.59375,716.0,T3,DN,-412.36786597156237,,,,
ADM,5.6171875,719.0,P4,UP,474.99365979404956,,,,
ADM,5.625,720.0,C4,DN,-438.73488048778785,,,,
ADM,5.6328125,721.0,Fz,DN,-443.00139826593625,,,,
ADM,5.6328125,721.0,T6,UP,499.4739148770019,,,,
ADM,5.640625,722.0,F4,DN,-407.9871189389755,,,,
ADM,5.640625,722.0,Pz,DN,-549.6645221134855,,,,
ADM,5.65625,724.0,F8,DN,-427.3797382862907,,,,
ADM,5.65625,724.0,O2,UP,454.9825246898695,,,,
ADM,5.65625,724.0,T4,DN,-476.37657722916134,,,,
ADM,5.6640625,725.0,T6,UP,414.4707900516342,,,,
ADM,5.671875,726.0,Fp1,UP,487.46672992184835,,,,
ADM,5.6875,728.0,Cz,DN,-411.4321065080196,,,,
ADM,5.6953125,729.0,O1,UP,513.4884499185385,,,,
ADM,5.6953125,729.0,T5,UP,489.17957687003,,,,
ADM,5.703125,730.0,C3,DN,-437.5430355500215,,,,
ADM,5.7109375,731.0,F3,DN,-420.47634980255145,,,,
ADM,5.7109375,731.0,Fz,DN,-439.3049447168694,,,,
ADM,5.7109375,731.0,Pz,UP,408.59294909200645,,,,
ADM,5.7265625,733.0,T6,UP,402.13650056643365,,,,
ADM,5.734375,734.0,F7,UP,452.03592806668183,,,,
ADM,5.7421875,735.0,F4,DN,-546.6470273994461,,,,
ADM,5.7421875,735.0,Fp2,DN,-564.2569196209589,,,,
ADM,5.7421875,735.0,O1,UP,456.97959842059515,,,,
ADM,5.7421875,735.0,T5,UP,566.308990735004,,,,
ADM,5.75,736.0,F3,DN,-425.0496360377056,,,,
ADM,5.75,736.0,Fp1,DN,-515.9379943956617,,,,
ADM,5.75,736.0,O2,UP,411.04633029549456,,,,
ADM,5.7578125,737.0,P3,UP,400.463381418513,,,,
ADM,5.7734375,739.0,F8,DN,-423.0344486648213,,,,
ADM,5.78125,740.0,Pz,DN,-441.4691356623115,,,,
ADM,5.796875,742.0,O2,DN,-417.36539424200583,,,,
ADM,5.8046875,743.0,P4,DN,-559.3820576655439,,,,
ADM,5.8125,744.0,T6,DN,-422.4655153406581,,,,
ADM,5.8203125,745.0,Cz,UP,418.13781135022595,,,,
ADM,5.8203125,745.0,F3,UP,452.4897417131923,,,,
ADM,5.8203125,745.0,Fp1,UP,458.5462097678004,,,,
ADM,5.8203125,745.0,Fz,UP,600.1935701504408,,,,
ADM,5.8203125,745.0,T3,UP,405.04087378103424,,,,
ADM,5.828125,746.0,C3,UP,417.96971109063844,,,,
ADM,5.828125,746.0,F4,UP,561.6839997600778,,,,
ADM,5.828125,746.0,O1,DN,-545.6654854931642,,,,
ADM,5.828125,746.0,T5,DN,-471.9680830403587,,,,
ADM,5.8359375,747.0,F8,UP,432.451173366464,,,,
ADM,5.8359375,747.0,O2,DN,-455.9451961096641,,,,
ADM,5.8359375,747.0,T6,DN,-460.8508330520371,,,,
ADM,5.84375,748.0,Fp2,UP,421.0855589739804,,,,
ADM,5.84375,748.0,P3,DN,-532.7803774025547,,,,
ADM,5.84375,748.0,P4,DN,-475.07427405470344,,,,
ADM,5.8515625,749.0,C4,UP,433.6476041606949,,,,
ADM,5.8515625,749.0,Cz,UP,410.73892968731377,,,,
ADM,5.8515625,749.0,Fz,UP,478.5078239188613,,,,
ADM,5.859375,750.0,F3,UP,418.0755749257889,,,,
ADM,5.859375,750.0,F7,DN,-410.9078912389916,,,,
ADM,5.859375,750.0,T5,DN,-495.38286388660345,,,,
ADM,5.8671875,751.0,F4,UP,462.40041345357747,,,,
ADM,5.8671875,751.0,O1,DN,-430.5599124366723,,,,
ADM,5.8671875,751.0,T6,DN,-471.1283300270087,,,,
ADM,5.890625,754.0,Pz,UP,405.44716485109245,,,,
ADM,5.90625,756.0,P4,UP,424.18351710849,,,,
ADM,5.921875,758.0,O2,UP,406.5345266486989,,,,
ADM,5.9296875,759.0,Fz,DN,-420.67954261435926,,,,
ADM,5.9375,760.0,F8,DN,-415.84747053218643,,,,
ADM,5.953125,762.0,P4,UP,424.7315734617034,,,,
ADM,5.96875,764.0,Cz,DN,-438.1380944094846,,,,
ADM,5.9765625,765.0,F4,DN,-468.8286249979465,,,,
ADM,5.9765625,765.0,Pz,UP,416.9420472528747,,,,
ADM,5.984375,766.0,P3,UP,454.32486018097825,,,,
ADM,5.984375,766.0,T6,UP,410.2033040684588,,,,
ADM,5.9921875,767.0,Fp1,DN,-401.10843020555,,,,
ADM,5.9921875,767.0,Fz,DN,-438.9984433736139,,,,
ADM,6.0,768.0,O1,UP,492.668401615174,,,,
ADM,6.0,768.0,O2,UP,470.9527291052013,,,,
ADM,6.0078125,769.0,C3,DN,-405.56606892674444,,,,
ADM,6.0078125,769.0,F3,DN,-495.5501932267025,,,,
ADM,6.0078125,769.0,F7,DN,-425.64566872914133,,,,
ADM,6.015625,770.0,P4,UP,410.26427727511935,,,,
ADM,6.015625,770.0,T5,UP,521.0147822085182,,,,
ADM,6.03125,772.0,Fp2,DN,-474.1173367260447,,,,
ADM,6.03125,772.0,O1,UP,427.781304059679,,,,
ADM,6.03125,772.0,P3,UP,440.66039260032557,,,,
ADM,6.046875,774.0,Cz,DN,-435.68937270068676,,,,
ADM,6.046875,774.0,F4,DN,-447.4143628133133,,,,
ADM,6.046875,774.0,Fp1,DN,-449.5436823362643,,,,
ADM,6.046875,774.0,Fz,DN,-478.9386465700656,,,,
ADM,6.046875,774.0,Pz,UP,412.182181460761,,,,
ADM,6.0625,776.0,T5,UP,431.4866260862926,,,,
ADM,6.0625,776.0,T6,UP,471.223920256952,,,,
ADM,6.078125,778.0,C4,DN,-439.76515975727705,,,,
ADM,6.0859375,779.0,O2,UP,409.4245135877814,,,,
ADM,6.0859375,779.0,P4,UP,400.2414068587281,,,,
ADM,6.09375,780.0,F8,DN,-429.287426599696,,,,
ADM,6.09375,780.0,Fp2,DN,-411.146218373065,,,,
ADM,6.09375,780.0,T3,DN,-416.29050792839064,,,,
ADM,6.09375,780.0,T6,UP,436.8914302292732,,,,
ADM,6.1015625,781.0,Cz,DN,-476.4775112158325,,,,
ADM,6.1015625,781.0,F3,DN,-502.5742555991938,,,,
ADM,6.1015625,781.0,O1,UP,570.1841508494055,,,,
ADM,6.109375,782.0,F4,DN,-407.9577230721442,,,,
ADM,6.1171875,783.0,Pz,DN,-450.8453529042948,,,,
ADM,6.1171875,783.0,T5,UP,541.9784768539992,,,,
ADM,6.125,784.0,T6,UP,515.2804266714697,,,,
ADM,6.1328125,785.0,P4,DN,-428.17712147701144,,,,
ADM,6.140625,786.0,C4,DN,-409.37472711949886,,,,
ADM,6.1484375,787.0,P3,UP,418.4724420833123,,,,
ADM,6.1640625,789.0,O2,DN,-435.1552793119195,,,,
ADM,6.1796875,791.0,Cz,UP,431.158701541083,,,,
ADM,6.1796875,791.0,P4,DN,-482.77008804015634,,,,
ADM,6.1875,792.0,Pz,DN,-457.2835314567829,,,,
ADM,6.1953125,793.0,F4,UP,463.18473065263254,,,,
ADM,6.1953125,793.0,Fz,UP,533.8065770758245,,,,
ADM,6.1953125,793.0,O1,DN,-403.86364449550405,,,,
ADM,6.1953125,793.0,T6,DN,-422.94795577956825,,,,
ADM,6.203125,794.0,F8,UP,419.3916612143105,,,,
ADM,6.203125,794.0,Fp1,UP,479.0164652533457,,,,
ADM,6.203125,794.0,Fp2,UP,467.58699850361927,,,,
ADM,6.203125,794.0,O2,DN,-414.72950826672366,,,,
ADM,6.203125,794.0,P3,DN,-525.0921552451882,,,,
ADM,6.2109375,795.0,T5,DN,-601.5568819767597,,,,
ADM,6.21875,796.0,C4,UP,445.9027902446993,,,,
ADM,6.21875,796.0,F3,UP,528.5325476404264,,,,
ADM,6.21875,796.0,F7,UP,496.79626552008267,,,,
ADM,6.21875,796.0,T6,DN,-448.7340026119372,,,,
ADM,6.2265625,797.0,C3,UP,434.0154545294301,,,,
ADM,6.2265625,797.0,Cz,UP,433.40104027400804,,,,
ADM,6.2265625,797.0,O1,DN,-425.6584533232887,,,,
ADM,6.234375,798.0,Fz,UP,446.0726221191072,,,,
ADM,6.234375,798.0,T5,DN,-475.4943335009175,,,,
ADM,6.2421875,799.0,F4,UP,465.5890862347365,,,,
ADM,6.2421875,799.0,T6,DN,-448.5460898053485,,,,
ADM,6.25,800.0,Fp1,UP,417.0260806822069,,,,
ADM,6.265625,802.0,F3,UP,410.31312640888916,,,,
ADM,6.265625,802.0,Pz,UP,447.0751796544517,,,,
ADM,6.3046875,807.0,O2,UP,401.0940894128655,,,,
ADM,6.3125,808.0,F7,DN,-422.01542011827024,,,,
ADM,6.3125,808.0,P4,UP,422.1089831150706,,,,
ADM,6.328125,810.0,F8,DN,-405.91692123238323,,,,
ADM,6.3359375,811.0,C3,DN,-436.7744627826563,,,,
ADM,6.3359375,811.0,F3,DN,-438.18135883720805,,,,
ADM,6.3359375,811.0,Fp1,DN,-405.10408647346935,,,,
ADM,6.3515625,813.0,T6,UP,469.19230151753305,,,,
ADM,6.359375,814.0,T5,UP,421.1958595589916,,,,
ADM,6.3671875,815.0,Fz,DN,-411.21612451856464,,,,
ADM,6.3828125,817.0,Pz,DN,-434.4317013099511,,,,
ADM,6.3984375,819.0,T6,UP,400.6712638912974,,,,
ADM,6.40625,820.0,Cz,DN,-413.3139675557615,,,,
ADM,6.421875,822.0,F4,DN,-408.53253967370483,,,,
ADM,6.4296875,823.0,F8,UP,435.68755534402413,,,,
ADM,6.4296875,823.0,P3,DN,-400.8150930819288,,,,
ADM,6.4375,824.0,P4,DN,-482.6734718830632,,,,
ADM,6.4609375,827.0,O1,DN,-431.6567382725958,,,,
ADM,6.4609375,827.0,T3,UP,404.76822649535615,,,,
ADM,6.4765625,829.0,O2,DN,-414.99230794908533,,,,
ADM,6.484375,830.0,C3,UP,429.63260458383894,,,,
ADM,6.484375,830.0,T4,UP,402.8450567626947,,,,
ADM,6.4921875,831.0,F7,UP,429.17113534892036,,,,
ADM,6.5,832.0,Fp2,UP,467.09495871855916,,,,
ADM,6.5,832.0,Pz,DN,-432.5319620224232,,,,
ADM,6.5078125,833.0,T5,DN,-454.8452638836913,,,,
ADM,6.5390625,837.0,O1,DN,-401.5019652959892,,,,
ADM,6.5390625,837.0,P3,DN,-412.60287727579066,,,,
ADM,6.546875,838.0,T6,DN,-404.26431810845366,,,,
ADM,6.6015625,845.0,O1,UP,439.65573758951547,,,,
ADM,6.6171875,847.0,T5,UP,423.3352352017923,,,,
ADM,6.6484375,851.0,Pz,UP,437.9263650271634,,,,
ADM,6.671875,854.0,Cz,UP,435.69616421439275,,,,
ADM,6.6796875,855.0,P4,UP,415.4640279131774,,,,
ADM,6.703125,858.0,T3,DN,-425.82056959718,,,,
ADM,6.7109375,859.0,Fp1,UP,418.5092580194041,,,,
ADM,6.7421875,863.0,O2,UP,407.7396494041075,,,,
ADM,6.75,864.0,P3,UP,435.3881512252749,,,,
ADM,6.7890625,869.0,O1,UP,488.20422006826135,,,,
ADM,6.828125,874.0,C3,DN,-432.4362240313271,,,,
ADM,6.8359375,875.0,T4,DN,-445.25101298016546,,,,
ADM,6.90625,884.0,T5,DN,-434.65801653552063,,,,
ADM,7.0078125,897.0,Fp1,DN,-404.9051647739747,,,,
ADM,7.03125,900.0,Pz,UP,461.8881223281795,,,,
ADM,7.0390625,901.0,F8,DN,-409.17905526684217,,,,
ADM,7.0390625,901.0,Fp2,DN,-418.87619426641567,,,,
ADM,7.0546875,903.0,P3,UP,413.2133996793616,,,,
ADM,7.109375,910.0,Cz,DN,-415.6123739690632,,,,
ADM,7.21875,924.0,T5,UP,416.3097683182958,,,,
ADM,7.2578125,929.0,O1,DN,-402.3204206280708,,,,
ADM,7.3125,936.0,F8,UP,452.8016687630975,,,,
ADM,7.3203125,937.0,Fp2,UP,419.6073464736153,,,,
ADM,7.3203125,937.0,P3,DN,-427.6303564160459,,,,
ADM,7.3203125,937.0,Pz,DN,-435.61353529078235,,,,
ADM,7.4609375,955.0,T3,UP,408.74451879208084,,,,
ADM,7.5234375,963.0,F7,DN,-415.1045527635319,,,,
ADM,7.890625,1010.0,P3,UP,400.1630352661225,,,,
ADM,8.2890625,1061.0,F8,DN,-417.2448355910781,,,,
ADM,8.4765625,1085.0,Fp2,DN,-410.20610388137897,,,,
ADM,8.484375,1086.0,Pz,UP,445.442583202939,,,,
ADM,8.6640625,1109.0,O2,DN,-432.7099328577723,,,,
ADM,8.6796875,1111.0,Pz,DN,-412.16769433634914,,,,
ADM,8.796875,1126.0,O2,UP,401.20246605055996,,,,
ADM,9.1953125,1177.0,O2,DN,-468.2219126375134,,,,
ADM,9.3359375,1195.0,O1,UP,404.6909184433504,,,,
ADM,9.34375,1196.0,O2,UP,405.1302742666104,,,,
ADM,9.71875,1244.0,O1,DN,-431.38388333391674,,,,
ADM,9.71875,1244.0,P3,DN,-402.45662664332724,,,,
ADM,9.921875,1270.0,Pz,UP,410.98566166108105,,,,
ADM,10.0234375,1283.0,O2,DN,-401.5347365431461,,,,
ADM,10.1171875,1295.0,O1,UP,427.1821419476689,,,,
ADM,10.140625,1298.0,T3,DN,-417.8683272183043,,,,
ADM,10.421875,1334.0,Pz,DN,-404.09112778878585,,,,
ADM,10.5078125,1345.0,O1,DN,-409.1473470743337,,,,
ADM,10.6015625,1357.0,O2,UP,468.85664597847074,,,,
ADM,10.609375,1358.0,F7,UP,408.64867138228675,,,,
ADM,10.7265625,1373.0,T5,DN,-464.67589196662175,,,,
ADM,10.9453125,1401.0,T5,UP,433.0379122429072,,,,
ADM,11.203125,1434.0,Pz,UP,434.1769577699397,,,,
ADM,11.4140625,1461.0,O2,DN,-423.4847913440921,,,,
ADM,11.6640625,1493.0,T3,UP,423.1292344893912,,,,
ADM,11.6875,1496.0,P3,UP,416.70900978896924,,,,
ADM,11.765625,1506.0,Pz,DN,-458.3270504132053,,,,
ADM,12.140625,1554.0,T5,DN,-409.8582325330356,,,,
ADM,12.15625,1556.0,Fp2,UP,403.5290586901091,,,,
ADM,12.1796875,1559.0,Pz,UP,430.1933353399009,,,,
ADM,12.2265625,1565.0,O2,UP,406.5438608902091,,,,
ADM,12.2890625,1573.0,P3,DN,-416.1829697481016,,,,
ADM,12.3046875,1575.0,T3,DN,-413.48976187626926,,,,
ADM,12.3828125,1585.0,F7,DN,-417.12573867469473,,,,
ADM,12.4453125,1593.0,O1,UP,421.61172202153807,,,,
ADM,12.453125,1594.0,T5,UP,438.6830730218845,,,,
ADM,12.4609375,1595.0,Fp2,DN,-412.6173828072581,,,,
ADM,12.546875,1606.0,P3,UP,414.5044897351371,,,,
ADM,12.625,1616.0,O2,DN,-423.64510600413905,,,,
ADM,12.6328125,1617.0,T3,UP,435.3474919975724,,,,
ADM,12.65625,1620.0,F7,UP,439.1504521204057,,,,
ADM,12.65625,1620.0,P4,DN,-403.93508497817317,,,,
ADM,12.71875,1628.0,Pz,DN,-406.3493112789045,,,,
ADM,12.7265625,1629.0,Fp2,UP,426.6968631869306,,,,
ADM,12.734375,1630.0,O1,DN,-424.2066218101589,,,,
ADM,12.7421875,1631.0,Fp1,UP,401.9287125284212,,,,
ADM,12.75,1632.0,T6,DN,-450.01516741066865,,,,
ADM,12.90625,1652.0,T5,DN,-500.1304021764614,,,,
ADM,12.9375,1656.0,T6,UP,413.16707039881226,,,,
ADM,13.046875,1670.0,P4,UP,424.3056763195807,,,,
ADM,13.1328125,1681.0,O2,UP,435.87900247313087,,,,
ADM,13.1484375,1683.0,O1,UP,400.3696139994391,,,,
ADM,13.15625,1684.0,P3,DN,-420.45062249619843,,,,
ADM,13.1953125,1689.0,F7,DN,-425.3773575786227,,,,
ADM,13.1953125,1689.0,Fp2,DN,-409.31471531671053,,,,
ADM,13.25,1696.0,Pz,UP,415.6526885909389,,,,
ADM,13.3203125,1705.0,T6,DN,-411.2188641018918,,,,
ADM,13.4765625,1725.0,O2,DN,-455.55468620238884,,,,
ADM,13.578125,1738.0,T3,DN,-419.9658451826803,,,,
ADM,13.578125,1738.0,T6,UP,421.67169106930436,,,,
ADM,13.609375,1742.0,T5,UP,404.37096413231836,,,,
ADM,13.65625,1748.0,Fp1,DN,-435.91109850979456,,,,
ADM,13.7109375,1755.0,O2,UP,403.5669138214347,,,,
ADM,13.8671875,1775.0,T6,DN,-406.5822097735148,,,,
ADM,14.0859375,1803.0,Pz,DN,-411.30294141577696,,,,
ADM,14.09375,1804.0,Cz,UP,404.6907132670227,,,,
ADM,14.09375,1804.0,O2,DN,-400.51159743304913,,,,
ADM,14.1171875,1807.0,O1,DN,-429.04077408216193,,,,
ADM,14.203125,1818.0,F7,UP,408.36448357505986,,,,
ADM,14.2109375,1819.0,P4,DN,-415.9453463144506,,,,
ADM,14.3828125,1841.0,Cz,DN,-411.6615407771229,,,,
ADM,14.3828125,1841.0,T6,UP,402.1684733829704,,,,
ADM,14.46875,1852.0,Pz,UP,403.31005569465725,,,,
ADM,14.6171875,1871.0,P4,UP,412.2125376272584,,,,
ADM,14.65625,1876.0,F8,UP,417.01169846082684,,,,
ADM,14.765625,1890.0,O1,UP,414.9468523637846,,,,
ADM,14.96875,1916.0,O2,UP,408.44230464847345,,,,
ADM,15.0625,1928.0,P3,UP,430.9234601025052,,,,
ADM,15.28125,1956.0,O1,DN,-400.7599111579525,,,,
ADM,15.40625,1972.0,P3,DN,-433.45113407923316,,,,
ADM,15.5390625,1989.0,T5,DN,-439.89469215576565,,,,
ADM,15.6484375,2003.0,O2,DN,-454.52578479221785,,,,
ADM,15.90625,2036.0,O2,UP,409.62048196208997,,,,
ADM,15.921875,2038.0,O1,UP,438.70415861374806,,,,
ADM,15.9375,2040.0,T6,DN,-699.6019068047565,,,,
ADM,15.9453125,2041.0,Cz,UP,401.68736729943583,,,,
ADM,15.953125,2042.0,C4,UP,488.70038669861304,,,,
ADM,15.9609375,2043.0,T4,UP,409.65225586213046,,,,
ADM,15.9609375,2043.0,T6,DN,-425.42964867698504,,,,
ADM,15.984375,2046.0,Pz,DN,-404.3400504930109,,,,
ADM,16.0390625,2053.0,T5,UP,412.25127581556615,,,,
ADM,16.0390625,2053.0,T6,UP,454.38707956694236,,,,
ADM,16.1015625,2061.0,T6,UP,424.40773032115436,,,,
ADM,16.1953125,2073.0,C4,DN,-400.6644886292934,,,,
ADM,16.2421875,2079.0,T6,UP,423.8948674982175,,,,
ADM,16.265625,2082.0,F8,DN,-469.7650314351765,,,,
ADM,16.265625,2082.0,Pz,UP,415.5091032480168,,,,
ADM,16.2734375,2083.0,T4,DN,-428.76728293189916,,,,
ADM,16.28125,2084.0,F7,DN,-420.430656462924,,,,
ADM,16.3203125,2089.0,O2,DN,-488.3293329642435,,,,
ADM,16.328125,2090.0,Fp1,UP,425.4337615142318,,,,
ADM,16.4609375,2107.0,P4,DN,-402.8233922930186,,,,
ADM,16.4609375,2107.0,Pz,DN,-405.71542255205713,,,,
ADM,16.4921875,2111.0,O1,DN,-421.32502774332403,,,,
ADM,16.6171875,2127.0,O2,UP,406.2257867978324,,,,
ADM,16.6796875,2135.0,Fp1,DN,-417.1484910958244,,,,
ADM,16.734375,2142.0,Cz,DN,-405.7259197239846,,,,
ADM,16.84375,2156.0,T6,DN,-427.28828352186287,,,,
ADM,16.875,2160.0,P4,UP,412.96333578370627,,,,
ADM,16.8828125,2161.0,Pz,UP,408.22727161577666,,,,
ADM,16.890625,2162.0,O1,UP,400.40173157595683,,,,
ADM,16.9296875,2167.0,P3,UP,402.30614046687623,,,,
ADM,17.015625,2178.0,T5,DN,-421.9106958331842,,,,
ADM,17.03125,2180.0,Fp2,UP,415.0508719738536,,,,
ADM,17.0390625,2181.0,F8,UP,429.9088766622371,,,,
ADM,17.0703125,2185.0,Pz,DN,-412.6463537612305,,,,
ADM,17.2265625,2205.0,Fp2,DN,-412.5686412963194,,,,
ADM,17.234375,2206.0,Pz,UP,422.22545849110446,,,,
ADM,17.2734375,2211.0,F8,DN,-411.6869782150744,,,,
ADM,17.4296875,2231.0,O1,DN,-428.46726640181265,,,,
ADM,17.5234375,2243.0,O2,DN,-450.76059530855736,,,,
ADM,17.5390625,2245.0,P3,DN,-405.42410880944857,,,,
ADM,17.6015625,2253.0,F8,UP,407.543507282066,,,,
ADM,17.625,2256.0,Fp2,UP,407.818755562358,,,,
ADM,17.6953125,2265.0,Cz,UP,405.20002137157354,,,,
ADM,17.9375,2296.0,T5,UP,466.49291119618624,,,,
ADM,17.96875,2300.0,O1,UP,445.62314876934715,,,,
ADM,17.9921875,2303.0,Pz,DN,-425.8778407473603,,,,
ADM,18.171875,2326.0,P4,DN,-405.9054042912346,,,,
ADM,18.203125,2330.0,C3,UP,414.70443320155545,,,,
ADM,18.203125,2330.0,F7,UP,404.1528030810152,,,,
ADM,18.25,2336.0,Fp2,DN,-408.1896815630821,,,,
ADM,18.3984375,2355.0,O2,UP,457.7607842167847,,,,
