event_type,timestamp_s,sample_index,channel,polarity,amplitude_uv,label,raw_label,onset_s,duration_s
ADM,0.1796875,23.0,F7,DN,-412.1353009603106,,,,
ADM,0.2578125,33.0,O1,UP,454.1699429989439,,,,
ADM,0.3046875,39.0,F7,UP,428.0939089574976,,,,
ADM,0.421875,54.0,O1,DN,-407.6200833995645,,,,
ADM,0.96875,124.0,O2,UP,418.4139649778998,,,,
ADM,0.9765625,125.0,O1,UP,429.1357603591618,,,,
ADM,1.1484375,147.0,O2,DN,-409.8110643287551,,,,
ADM,1.2109375,155.0,F7,DN,-403.97780097242594,,,,
ADM,1.234375,158.0,O1,DN,-425.77104943405095,,,,
ADM,1.25,160.0,C3,DN,-510.98817163866465,,,,
ADM,1.25,160.0,F3,DN,-666.5091253716772,,,,
ADM,1.25,160.0,Fz,UP,442.3061036329632,,,,
ADM,1.2578125,161.0,Cz,DN,-415.0497375263847,,,,
ADM,1.2578125,161.0,F8,UP,560.1434437476679,,,,
ADM,1.2578125,161.0,Fp2,UP,403.29100234236734,,,,
ADM,1.28125,164.0,Pz,DN,-468.1816773511673,,,,
ADM,1.3203125,169.0,F7,DN,-501.9933342848169,,,,
ADM,1.3203125,169.0,Fp1,DN,-457.3510860867944,,,,
ADM,1.3203125,169.0,P3,UP,476.12107089366054,,,,
ADM,1.3203125,169.0,T4,UP,403.069800583037,,,,
ADM,1.328125,170.0,O1,UP,488.06868547642466,,,,
ADM,1.3359375,171.0,F4,UP,480.00594954569846,,,,
ADM,1.375,176.0,T5,UP,413.1077252869993,,,,
ADM,1.390625,178.0,O2,UP,451.21414445001807,,,,
ADM,1.390625,178.0,Pz,UP,446.42821682955264,,,,
ADM,1.3984375,179.0,F7,UP,408.73136598662455,,,,
ADM,1.3984375,179.0,T3,DN,-412.5260457769605,,,,
ADM,1.3984375,179.0,T6,UP,402.32927499300115,,,,
ADM,1.421875,182.0,Fz,DN,-434.0864567609835,,,,
ADM,1.421875,182.0,O1,DN,-421.8132098289617,,,,
ADM,1.4296875,183.0,F3,UP,494.3561094925639,,,,
ADM,1.4375,184.0,P3,DN,-433.17555652712025,,,,
ADM,1.4453125,185.0,Fp1,UP,435.5777236646134,,,,
ADM,1.453125,186.0,Cz,UP,434.13680757162535,,,,
ADM,1.453125,186.0,F8,DN,-441.8326174409587,,,,
ADM,1.4609375,187.0,C3,UP,474.2368244493348,,,,
ADM,1.4609375,187.0,T5,DN,-455.6348841238339,,,,
ADM,1.46875,188.0,F7,UP,412.76854636832286,,,,
ADM,1.4765625,189.0,T4,DN,-402.3709930843711,,,,
ADM,1.4921875,191.0,Fp2,DN,-423.98927134974247,,,,
ADM,1.5,192.0,F4,DN,-407.42022667003295,,,,
ADM,1.5390625,197.0,T3,UP,413.60491038078214,,,,
ADM,1.578125,202.0,O2,DN,-418.9688465258621,,,,
ADM,1.6484375,211.0,T6,DN,-409.12076358689643,,,,
ADM,1.671875,214.0,T5,UP,435.6382430883593,,,,
ADM,1.75,224.0,F7,DN,-406.8184702773448,,,,
ADM,1.765625,226.0,Pz,DN,-401.54840077087135,,,,
ADM,1.8671875,239.0,F8,DN,-452.6830694791736,,,,
ADM,1.875,240.0,F3,DN,-521.679326486512,,,,
ADM,1.875,240.0,Fz,UP,498.55491590024207,,,,
ADM,1.875,240.0,O1,UP,482.6067174302007,,,,
ADM,1.8828125,241.0,C3,DN,-432.94035901113733,,,,
ADM,1.8828125,241.0,P3,UP,429.4199840017139,,,,
ADM,1.8984375,243.0,Fp2,UP,432.70851023474955,,,,
ADM,1.9375,248.0,F7,DN,-406.71966358417234,,,,
ADM,1.9375,248.0,Fp2,DN,-445.19643609445257,,,,
ADM,1.9375,248.0,P4,UP,406.55452759933377,,,,
ADM,1.9375,248.0,Pz,UP,446.0423680152996,,,,
ADM,1.9453125,249.0,C4,UP,434.5214237332971,,,,
ADM,1.9453125,249.0,Cz,UP,473.0758123633971,,,,
ADM,1.9453125,249.0,Fp1,DN,-519.6167233086653,,,,
ADM,1.9453125,249.0,Fz,DN,-448.5797238645971,,,,
ADM,1.9453125,249.0,T5,UP,435.7665980069441,,,,
ADM,1.953125,250.0,T6,UP,407.0389837451453,,,,
ADM,1.96875,252.0,T4,UP,501.63109535522153,,,,
ADM,2.015625,258.0,P3,DN,-403.0507046588933,,,,
ADM,2.0234375,259.0,F7,UP,475.8236589416489,,,,
ADM,2.0234375,259.0,F8,UP,473.1489522776883,,,,
ADM,2.0234375,259.0,Fp1,UP,449.461033832389,,,,
ADM,2.03125,260.0,Cz,DN,-448.9149351567353,,,,
ADM,2.03125,260.0,F4,DN,-407.33107986949886,,,,
ADM,2.03125,260.0,Fp2,UP,406.3802962338963,,,,
ADM,2.03125,260.0,T3,DN,-454.82762032058446,,,,
ADM,2.0390625,261.0,T5,DN,-436.92813992888944,,,,
ADM,2.0625,264.0,C4,DN,-495.7024533760485,,,,
ADM,2.0703125,265.0,O2,UP,676.4806501453088,,,,
ADM,2.078125,266.0,Cz,DN,-443.96862129988807,,,,
ADM,2.078125,266.0,Fz,UP,420.35972056923225,,,,
ADM,2.078125,266.0,Pz,UP,513.770770945821,,,,
ADM,2.078125,266.0,T4,DN,-474.8296268254906,,,,
ADM,2.0859375,267.0,F3,UP,753.6244194167199,,,,
ADM,2.0859375,267.0,Fp2,UP,437.2855336933554,,,,
ADM,2.09375,268.0,F4,UP,454.02129709244093,,,,
ADM,2.09375,268.0,O1,DN,-769.982057267188,,,,
ADM,2.1015625,269.0,F7,DN,-608.2880759274171,,,,
ADM,2.1015625,269.0,P3,UP,800.2171723768053,,,,
ADM,2.109375,270.0,Fp1,DN,-635.8885289965381,,,,
ADM,2.1171875,271.0,Cz,UP,505.18284156302235,,,,
ADM,2.1171875,271.0,P4,DN,-415.7109933905292,,,,
ADM,2.1171875,271.0,Pz,DN,-584.3473807854581,,,,
ADM,2.1171875,271.0,T5,DN,-495.45801701458174,,,,
ADM,2.125,272.0,C3,UP,844.6429150776221,,,,
ADM,2.125,272.0,F7,UP,769.7835284480714,,,,
ADM,2.125,272.0,F8,UP,451.1577251587891,,,,
ADM,2.125,272.0,P3,DN,-758.564415665116,,,,
ADM,2.125,272.0,T6,DN,-593.6848291882752,,,,
ADM,2.1328125,273.0,Fp1,UP,628.3315156959793,,,,
ADM,2.1328125,273.0,O1,DN,-412.27869444977557,,,,
ADM,2.1328125,273.0,O2,DN,-507.99469612708623,,,,
ADM,2.140625,274.0,Fp2,UP,411.38145457633505,,,,
ADM,2.15625,276.0,F3,UP,485.678618632053,,,,
ADM,2.171875,278.0,F8,DN,-483.0754865239803,,,,
ADM,2.171875,278.0,Fp2,DN,-617.7349275490242,,,,
ADM,2.1796875,279.0,F7,DN,-412.20934165669576,,,,
ADM,2.1796875,279.0,Fp1,DN,-405.88045631382033,,,,
ADM,2.1796875,279.0,O1,UP,576.8287705387,,,,
ADM,2.1875,280.0,Fz,DN,-528.0462907210718,,,,
ADM,2.1875,280.0,O2,UP,518.8648816218492,,,,
ADM,2.1875,280.0,P3,UP,419.56667365520605,,,,
ADM,2.1875,280.0,T3,UP,419.06191147753856,,,,
ADM,2.1875,280.0,T5,UP,580.2876230908468,,,,
ADM,2.1953125,281.0,F3,DN,-426.69018501062703,,,,
ADM,2.1953125,281.0,F4,DN,-455.4627582016146,,,,
ADM,2.1953125,281.0,Fp2,DN,-549.6808302143697,,,,
ADM,2.203125,282.0,F8,DN,-443.0734313874751,,,,
ADM,2.203125,282.0,O1,UP,474.5583618060286,,,,
ADM,2.203125,282.0,Pz,UP,448.4612850592951,,,,
ADM,2.203125,282.0,T6,UP,415.6287535185273,,,,
ADM,2.2109375,283.0,F7,DN,-523.2541162550781,,,,
ADM,2.2109375,283.0,Fp1,DN,-544.9669122955085,,,,
ADM,2.2109375,283.0,T5,UP,465.7117235053653,,,,
ADM,2.21875,284.0,P3,UP,411.67404086555104,,,,
ADM,2.21875,284.0,P4,UP,421.0161677573767,,,,
ADM,2.2265625,285.0,C4,UP,408.4390279403241,,,,
ADM,2.2265625,285.0,F3,DN,-526.926375779688,,,,
ADM,2.2265625,285.0,Fz,DN,-451.2240242586067,,,,
ADM,2.2265625,285.0,O2,UP,429.6792682265512,,,,
ADM,2.234375,286.0,C3,DN,-447.49393071328666,,,,
ADM,2.234375,286.0,F4,DN,-472.837023749452,,,,
ADM,2.234375,286.0,Fp2,DN,-435.60306687588667,,,,
ADM,2.234375,286.0,O1,UP,465.1875733310497,,,,
ADM,2.2421875,287.0,Pz,UP,411.7771357951424,,,,
ADM,2.25,288.0,F7,DN,-501.2649689254726,,,,
ADM,2.25,288.0,Fp1,DN,-433.3085411523559,,,,
ADM,2.265625,290.0,P3,UP,418.037245998267,,,,
ADM,2.2734375,291.0,T3,UP,400.73677897641,,,,
ADM,2.2734375,291.0,T4,UP,485.6751214150757,,,,
ADM,2.28125,292.0,O2,DN,-420.52640619124213,,,,
ADM,2.2890625,293.0,F8,UP,469.8484374718967,,,,
ADM,2.2890625,293.0,Fp2,UP,456.97343016105634,,,,
ADM,2.2890625,293.0,O1,DN,-554.4942796838972,,,,
ADM,2.3046875,295.0,F4,UP,409.34949506166356,,,,
ADM,2.3046875,295.0,Fz,UP,504.3904200540386,,,,
ADM,2.3046875,295.0,Pz,DN,-450.84090279838625,,,,
ADM,2.3125,296.0,Fp1,UP,514.5015175449968,,,,
ADM,2.3125,296.0,P3,DN,-429.23376853211295,,,,
ADM,2.3203125,297.0,F7,UP,467.27415984737115,,,,
ADM,2.3203125,297.0,Fp2,UP,419.85916702495535,,,,
ADM,2.3203125,297.0,O1,DN,-528.633600370612,,,,
ADM,2.3203125,297.0,O2,DN,-479.3838639516851,,,,
ADM,2.3203125,297.0,T5,DN,-564.8336773768319,,,,
ADM,2.328125,298.0,F3,UP,464.78526237953923,,,,
ADM,2.328125,298.0,T6,DN,-455.8620762840711,,,,
ADM,2.3359375,299.0,Cz,UP,414.89819321277815,,,,
ADM,2.3359375,299.0,F4,UP,454.3567230988596,,,,
ADM,2.3359375,299.0,F8,UP,471.27556769933176,,,,
ADM,2.3359375,299.0,P4,DN,-470.7477761853074,,,,
ADM,2.34375,300.0,Fz,UP,460.39454431863095,,,,
ADM,2.34375,300.0,Pz,DN,-521.6013091119452,,,,
ADM,2.3515625,301.0,Fp1,UP,431.6578460850332,,,,
ADM,2.3515625,301.0,Fp2,UP,479.70967101570494,,,,
ADM,2.3515625,301.0,O1,DN,-423.51198217710623,,,,
ADM,2.3515625,301.0,O2,DN,-467.7341030641099,,,,
ADM,2.3515625,301.0,P3,DN,-407.9170899773725,,,,
ADM,2.359375,302.0,T5,DN,-528.6811081811774,,,,
ADM,2.3671875,303.0,F4,UP,409.0450767836479,,,,
ADM,2.3671875,303.0,F8,UP,563.259208869959,,,,
ADM,2.3671875,303.0,T6,DN,-507.58651316923147,,,,
ADM,2.375,304.0,C3,UP,434.2077599252814,,,,
ADM,2.375,304.0,F3,UP,452.7370137558216,,,,
ADM,2.375,304.0,T4,UP,534.6142782689487,,,,
ADM,2.3828125,305.0,F7,UP,619.5943141946,,,,
ADM,2.3828125,305.0,T3,DN,-568.8155491265863,,,,
ADM,2.3828125,305.0,T5,DN,-445.010988484961,,,,
ADM,2.390625,306.0,Fp2,UP,579.6859898417937,,,,
ADM,2.390625,306.0,O1,DN,-464.02885608312977,,,,
ADM,2.3984375,307.0,F3,UP,468.7351043755994,,,,
ADM,2.3984375,307.0,Fp1,UP,587.6829784567747,,,,
ADM,2.3984375,307.0,Fz,UP,863.9615919908464,,,,
ADM,2.3984375,307.0,P3,DN,-617.9126190611895,,,,
ADM,2.3984375,307.0,T4,DN,-408.95726873732684,,,,
ADM,2.40625,308.0,F7,UP,658.076899298661,,,,
ADM,2.40625,308.0,F8,DN,-427.30254174333515,,,,
ADM,2.40625,308.0,Pz,DN,-584.3465071307735,,,,
ADM,2.40625,308.0,T3,DN,-533.6445728032749,,,,
ADM,2.40625,308.0,T5,DN,-577.7221204366487,,,,
ADM,2.4140625,309.0,Cz,DN,-780.3266604842188,,,,
ADM,2.421875,310.0,C3,DN,-421.32038164167415,,,,
ADM,2.421875,310.0,C4,DN,-961.6117294660826,,,,
ADM,2.421875,310.0,Fp1,UP,408.3851672269487,,,,
ADM,2.4296875,311.0,F3,DN,-511.7763322909207,,,,
ADM,2.4296875,311.0,O1,UP,443.4287369149785,,,,
ADM,2.4296875,311.0,O2,UP,580.6287278552605,,,,
ADM,2.4296875,311.0,Pz,UP,504.0290898955312,,,,
ADM,2.4296875,311.0,T5,UP,587.613580909909,,,,
ADM,2.4296875,311.0,T6,UP,429.83025572064645,,,,
ADM,2.4375,312.0,Cz,DN,-452.9277770587779,,,,
ADM,2.4453125,313.0,F4,DN,-514.7365622210627,,,,
ADM,2.453125,314.0,Fz,DN,-452.2251235407676,,,,
ADM,2.4609375,315.0,F7,DN,-508.1080847897416,,,,
ADM,2.4609375,315.0,Fp1,DN,-467.3252840239797,,,,
ADM,2.4609375,315.0,T5,UP,478.2233380950449,,,,
ADM,2.46875,316.0,Cz,UP,553.5808083835499,,,,
ADM,2.46875,316.0,F8,DN,-622.0597956648775,,,,
ADM,2.46875,316.0,Fp2,DN,-570.1468882484165,,,,
ADM,2.46875,316.0,O1,UP,499.44996616391006,,,,
ADM,2.46875,316.0,P3,UP,518.317667423471,,,,
ADM,2.46875,316.0,T6,UP,423.6442751924214,,,,
ADM,2.484375,318.0,T3,UP,417.8754919577426,,,,
ADM,2.484375,318.0,T4,DN,-457.0941915237169,,,,
ADM,2.484375,318.0,T5,UP,437.1021776839204,,,,
ADM,2.4921875,319.0,F3,DN,-418.07739199314386,,,,
ADM,2.4921875,319.0,F4,DN,-516.5617377394666,,,,
ADM,2.4921875,319.0,F7,DN,-472.4867124286644,,,,
ADM,2.4921875,319.0,Fp2,DN,-622.2324819464417,,,,
ADM,2.4921875,319.0,Fz,DN,-400.05946245669287,,,,
ADM,2.4921875,319.0,O1,UP,509.74194419177314,,,,
ADM,2.4921875,319.0,O2,UP,584.0728871989326,,,,
ADM,2.5,320.0,F8,DN,-401.25275650741935,,,,
ADM,2.5,320.0,P3,UP,558.3303114287148,,,,
ADM,2.5,320.0,T6,UP,550.062076295945,,,,
ADM,2.5078125,321.0,Fp1,DN,-568.443440812503,,,,
ADM,2.5078125,321.0,T5,UP,657.2908207119191,,,,
ADM,2.515625,322.0,O1,UP,490.29525305177674,,,,
ADM,2.515625,322.0,Pz,UP,468.3716670109538,,,,
ADM,2.5234375,323.0,F3,DN,-480.68541485802416,,,,
ADM,2.5234375,323.0,F4,DN,-473.0923532547485,,,,
ADM,2.5234375,323.0,Fp2,DN,-438.82921747555366,,,,
ADM,2.53125,324.0,Fz,DN,-401.20014936376265,,,,
ADM,2.5390625,325.0,T3,UP,434.92842103064316,,,,
ADM,2.546875,326.0,C4,UP,544.8149958552425,,,,
ADM,2.546875,326.0,Cz,UP,456.94014794413965,,,,
ADM,2.5546875,327.0,O1,DN,-494.3531865101154,,,,
ADM,2.5546875,327.0,T6,DN,-608.433234535281,,,,
ADM,2.5625,328.0,F8,UP,443.1745926907014,,,,
ADM,2.5625,328.0,T4,UP,465.37004609593316,,,,
ADM,2.5703125,329.0,F4,UP,460.821152451339,,,,
ADM,2.5703125,329.0,Fp2,UP,467.87189481939447,,,,
ADM,2.5703125,329.0,O2,DN,-517.5983662771943,,,,
ADM,2.5703125,329.0,T5,DN,-711.9537315749546,,,,
ADM,2.578125,330.0,O1,DN,-705.6538476887312,,,,
ADM,2.578125,330.0,T6,DN,-419.91351550313067,,,,
ADM,2.5859375,331.0,F3,UP,482.6200038022421,,,,
ADM,2.5859375,331.0,P3,DN,-411.0634217367913,,,,
ADM,2.59375,332.0,C3,UP,460.8531841508859,,,,
ADM,2.59375,332.0,Fz,UP,409.09269885544353,,,,
ADM,2.59375,332.0,T5,DN,-466.1659109475775,,,,
ADM,2.6015625,333.0,C4,UP,432.1627028809854,,,,
ADM,2.609375,334.0,F7,UP,421.5317994990123,,,,
ADM,2.609375,334.0,P4,UP,418.927581462655,,,,
ADM,2.6171875,335.0,F4,UP,407.7349444818594,,,,
ADM,2.625,336.0,O1,DN,-416.28428357533727,,,,
ADM,2.6328125,337.0,Cz,UP,424.6073109930534,,,,
ADM,2.6328125,337.0,Fp2,UP,467.3466768723477,,,,
ADM,2.640625,338.0,F3,UP,430.0511302543101,,,,
ADM,2.6484375,339.0,P3,DN,-420.57888396755436,,,,
ADM,2.6484375,339.0,Pz,DN,-404.16304564923195,,,,
ADM,2.6484375,339.0,T5,DN,-401.0686042724083,,,,
ADM,2.65625,340.0,F8,UP,436.5574369294278,,,,
ADM,2.65625,340.0,T6,DN,-401.2483131080541,,,,
ADM,2.6640625,341.0,F4,UP,454.0021734287809,,,,
ADM,2.6640625,341.0,O2,DN,-551.4517951727555,,,,
ADM,2.671875,342.0,Fp1,UP,410.9225712562987,,,,
ADM,2.6796875,343.0,Fp2,UP,429.37544056424855,,,,
ADM,2.6796875,343.0,P4,DN,-445.8529159058366,,,,
ADM,2.6875,344.0,C3,UP,429.629190473944,,,,
ADM,2.6875,344.0,F3,UP,443.285642592027,,,,
ADM,2.6875,344.0,F8,UP,475.4316903663864,,,,
ADM,2.6875,344.0,T4,UP,464.6580425151759,,,,
ADM,2.6875,344.0,T5,DN,-475.5528936979309,,,,
ADM,2.703125,346.0,O1,DN,-461.8082226193895,,,,
ADM,2.703125,346.0,T3,DN,-484.7709957914266,,,,
ADM,2.7109375,347.0,F7,UP,544.0175719658118,,,,
ADM,2.7109375,347.0,Fz,UP,616.7662313772307,,,,
ADM,2.71875,348.0,Pz,DN,-569.2220402864524,,,,
ADM,2.7265625,349.0,C4,DN,-559.5940107983118,,,,
ADM,2.7265625,349.0,Cz,DN,-811.4508775469255,,,,
ADM,2.7265625,349.0,Fp1,UP,610.2916956293711,,,,
ADM,2.734375,350.0,C3,DN,-502.29058206550513,,,,
ADM,2.734375,350.0,O1,UP,550.3176796431363,,,,
ADM,2.734375,350.0,P3,DN,-428.8140715684866,,,,
ADM,2.734375,350.0,T3,DN,-410.5927365008286,,,,
ADM,2.734375,350.0,T6,UP,736.1817399554711,,,,
ADM,2.7421875,351.0,O2,UP,754.055736173595,,,,
ADM,2.7421875,351.0,T5,UP,643.2404776966537,,,,
ADM,2.75,352.0,C4,DN,-451.20381733279334,,,,
ADM,2.75,352.0,Cz,DN,-584.283474235033,,,,
ADM,2.75,352.0,F3,DN,-539.6510680441152,,,,
ADM,2.7578125,353.0,F4,DN,-412.5381312034325,,,,
ADM,2.7578125,353.0,F7,DN,-462.93595017180456,,,,
ADM,2.7578125,353.0,Fp1,DN,-562.7001336457577,,,,
ADM,2.7578125,353.0,O1,UP,444.74394816516286,,,,
ADM,2.7578125,353.0,Pz,UP,443.047974633183,,,,
ADM,2.765625,354.0,T4,DN,-420.92927622430506,,,,
ADM,2.765625,354.0,T6,UP,485.71272042212956,,,,
ADM,2.7734375,355.0,F8,DN,-629.265657827916,,,,
ADM,2.7734375,355.0,T5,UP,441.9425258749129,,,,
ADM,2.78125,356.0,P3,UP,413.1621373331127,,,,
ADM,2.7890625,357.0,F4,DN,-464.6217640738667,,,,
ADM,2.7890625,357.0,Fp2,DN,-493.5978574690448,,,,
ADM,2.7890625,357.0,O2,UP,436.4702882336166,,,,
ADM,2.796875,358.0,F3,DN,-508.54669013856295,,,,
ADM,2.796875,358.0,F8,DN,-493.5763120460045,,,,
ADM,2.796875,358.0,T3,UP,438.6917006051643,,,,
ADM,2.796875,358.0,T5,UP,506.2949364434149,,,,
ADM,2.8046875,359.0,Fz,DN,-563.4552009980018,,,,
ADM,2.8046875,359.0,O1,UP,531.4857802470834,,,,
ADM,2.8046875,359.0,P3,UP,414.9342875683317,,,,
ADM,2.8125,360.0,Cz,UP,439.82301713325944,,,,
ADM,2.8125,360.0,Fp2,DN,-492.8463383676838,,,,
ADM,2.8125,360.0,T6,UP,441.3228000399055,,,,
ADM,2.8203125,361.0,F7,DN,-406.2724840859867,,,,
ADM,2.8203125,361.0,P4,UP,409.89129733222575,,,,
ADM,2.8203125,361.0,T5,UP,403.9586015355317,,,,
ADM,2.828125,362.0,C4,UP,479.3220006168721,,,,
ADM,2.8359375,363.0,Cz,UP,462.5393422935757,,,,
ADM,2.8359375,363.0,Fp1,DN,-513.8555944687648,,,,
ADM,2.8359375,363.0,T3,UP,442.0292312154918,,,,
ADM,2.84375,364.0,O2,DN,-472.51363195615966,,,,
ADM,2.859375,366.0,Fz,DN,-461.5996595619823,,,,
ADM,2.859375,366.0,Pz,UP,422.162486576698,,,,
ADM,2.859375,366.0,T6,DN,-515.6876365862176,,,,
ADM,2.8671875,367.0,Cz,UP,416.8513289375421,,,,
ADM,2.8671875,367.0,O1,DN,-407.7713164869533,,,,
ADM,2.875,368.0,C4,UP,478.9711738596511,,,,
ADM,2.875,368.0,T5,DN,-463.6120371549024,,,,
ADM,2.8828125,369.0,T6,DN,-403.72723911272504,,,,
ADM,2.8984375,371.0,P4,UP,411.2772714100699,,,,
ADM,2.8984375,371.0,T5,DN,-400.9176974984251,,,,
ADM,2.921875,374.0,Pz,UP,402.39086496268294,,,,
ADM,2.9296875,375.0,Cz,DN,-444.3520959754626,,,,
ADM,2.9296875,375.0,O2,UP,451.58074967263997,,,,
ADM,2.9453125,377.0,F8,UP,426.6141253554677,,,,
ADM,2.953125,378.0,O1,DN,-436.0917888767311,,,,
ADM,2.9609375,379.0,P3,DN,-448.66872122377174,,,,
ADM,2.9609375,379.0,T5,DN,-443.66983083311413,,,,
ADM,2.96875,380.0,Fp2,UP,437.6234596335136,,,,
ADM,2.96875,380.0,Fz,UP,434.54681579588197,,,,
ADM,2.9765625,381.0,F3,UP,428.7603622885543,,,,
ADM,2.9765625,381.0,F4,UP,437.4048442983546,,,,
ADM,2.9765625,381.0,Pz,DN,-464.4185868294235,,,,
ADM,2.984375,382.0,O2,DN,-460.94911607561625,,,,
ADM,3.0,384.0,Fp1,UP,400.2033979196223,,,,
ADM,3.0,384.0,P4,DN,-483.37504022704996,,,,
ADM,3.0078125,385.0,F8,UP,472.8849804224156,,,,
ADM,3.0078125,385.0,O1,DN,-429.8502503100094,,,,
ADM,3.0078125,385.0,T4,UP,518.7913470038629,,,,
ADM,3.0078125,385.0,T5,DN,-433.8841012815611,,,,
ADM,3.015625,386.0,C3,UP,545.9152866200197,,,,
ADM,3.015625,386.0,F4,UP,403.1120575677595,,,,
ADM,3.015625,386.0,Fp2,UP,409.03976080366533,,,,
ADM,3.0234375,387.0,F3,UP,427.8198994613906,,,,
ADM,3.03125,388.0,F7,UP,578.4839004678691,,,,
ADM,3.03125,388.0,T6,DN,-495.58303310969313,,,,
ADM,3.0390625,389.0,P3,DN,-507.11758138145575,,,,
ADM,3.0390625,389.0,T3,DN,-547.0815230134389,,,,
ADM,3.0390625,389.0,T5,DN,-582.8128166088968,,,,
ADM,3.046875,390.0,F4,UP,460.9305477503916,,,,
ADM,3.046875,390.0,O2,DN,-412.01180306148564,,,,
ADM,3.046875,390.0,Pz,DN,-515.1776510942766,,,,
ADM,3.0546875,391.0,C4,DN,-434.8009708186568,,,,
ADM,3.0546875,391.0,F3,UP,618.594594511542,,,,
ADM,3.0546875,391.0,Fp2,UP,552.2826802406227,,,,
ADM,3.0546875,391.0,Fz,UP,860.5083000398365,,,,
ADM,3.0625,392.0,Cz,DN,-531.227193345376,,,,
ADM,3.0625,392.0,Fp1,UP,641.2559178111142,,,,
ADM,3.0625,392.0,P4,DN,-464.1568600640827,,,,
ADM,3.078125,394.0,C3,DN,-419.6803040911317,,,,
ADM,3.078125,394.0,F3,DN,-424.89767374538286,,,,
ADM,3.078125,394.0,T5,UP,507.6933095324813,,,,
ADM,3.078125,394.0,T6,UP,447.26282043427113,,,,
ADM,3.0859375,395.0,C4,DN,-404.09574489834085,,,,
ADM,3.0859375,395.0,O1,UP,427.55582963959614,,,,
ADM,3.09375,396.0,F4,DN,-487.72222050230357,,,,
ADM,3.109375,398.0,O2,UP,472.8554454996045,,,,
ADM,3.109375,398.0,T4,DN,-502.7419316440536,,,,
ADM,3.109375,398.0,T5,UP,455.5745578693204,,,,
ADM,3.1171875,399.0,Cz,DN,-429.9391498355685,,,,
ADM,3.1171875,399.0,F3,DN,-414.19378001253307,,,,
ADM,3.1171875,399.0,P3,UP,444.69805638317604,,,,
ADM,3.125,400.0,F4,DN,-581.0361227829144,,,,
ADM,3.125,400.0,F8,DN,-443.7170037390425,,,,
ADM,3.125,400.0,Fp2,DN,-577.7906738411867,,,,
ADM,3.125,400.0,Fz,DN,-514.742438226408,,,,
ADM,3.125,400.0,O1,UP,413.73673874505624,,,,
ADM,3.1328125,401.0,P4,UP,433.47508740580344,,,,
ADM,3.1328125,401.0,T5,UP,626.5032291462662,,,,
ADM,3.140625,402.0,F3,DN,-429.80833366796065,,,,
ADM,3.140625,402.0,Fp1,DN,-540.8296259149025,,,,
ADM,3.140625,402.0,P3,UP,429.8514575887522,,,,
ADM,3.140625,402.0,T6,UP,405.5025658694876,,,,
ADM,3.1484375,403.0,Fp2,DN,-513.0048504612648,,,,
ADM,3.1484375,403.0,T3,UP,400.1071408277097,,,,
ADM,3.15625,404.0,Cz,UP,480.7571778270932,,,,
ADM,3.15625,404.0,F7,DN,-558.8319343427354,,,,
ADM,3.15625,404.0,O1,UP,462.693278403009,,,,
ADM,3.1640625,405.0,F8,DN,-409.1074730970496,,,,
ADM,3.1640625,405.0,Fz,DN,-433.1038820256535,,,,
ADM,3.1640625,405.0,T5,UP,487.56126175331633,,,,
ADM,3.171875,406.0,Fp1,DN,-403.69808295919586,,,,
ADM,3.1796875,407.0,C4,UP,481.5875922882431,,,,
ADM,3.1796875,407.0,Fp2,DN,-411.4198152121055,,,,
ADM,3.1796875,407.0,Pz,UP,549.8793680545804,,,,
ADM,3.1875,408.0,Cz,UP,424.4984736111034,,,,
ADM,3.1875,408.0,F4,DN,-412.1790356994097,,,,
ADM,3.203125,410.0,O1,DN,-413.7883106604895,,,,
ADM,3.21875,412.0,Pz,UP,443.3760565654147,,,,
ADM,3.21875,412.0,T5,DN,-481.34329166388744,,,,
ADM,3.2265625,413.0,C3,UP,411.66053252346694,,,,
ADM,3.2265625,413.0,P4,UP,432.809451712034,,,,
ADM,3.2265625,413.0,T6,DN,-482.81599257459897,,,,
ADM,3.234375,414.0,O1,DN,-553.6613066736932,,,,
ADM,3.2421875,415.0,F3,UP,441.21652812968847,,,,
ADM,3.2421875,415.0,F7,UP,445.16650411538217,,,,
ADM,3.2421875,415.0,P3,DN,-492.5025540912748,,,,
ADM,3.2421875,415.0,T5,DN,-441.2447089712996,,,,
ADM,3.25,416.0,Fp1,UP,416.2095079891084,,,,
ADM,3.2578125,417.0,Fp2,UP,429.09738084239564,,,,
ADM,3.2578125,417.0,Fz,UP,451.95921573555665,,,,
ADM,3.265625,418.0,F4,UP,435.2928647656901,,,,
ADM,3.2734375,419.0,F8,UP,422.3794076922186,,,,
ADM,3.28125,420.0,Pz,DN,-404.7240106274815,,,,
ADM,3.3046875,423.0,Cz,DN,-453.8020303338117,,,,
ADM,3.3046875,423.0,P4,DN,-441.96677108305755,,,,
ADM,3.3125,424.0,Fp2,UP,472.5181492527924,,,,
ADM,3.3125,424.0,O2,UP,469.1247206809945,,,,
ADM,3.3125,424.0,T5,DN,-404.58152080082016,,,,
ADM,3.328125,426.0,T4,UP,417.96789009793184,,,,
ADM,3.3359375,427.0,F4,UP,411.0569043214429,,,,
ADM,3.3359375,427.0,P3,DN,-417.9738423628652,,,,
ADM,3.34375,428.0,Pz,DN,-406.7087804989856,,,,
ADM,3.3515625,429.0,F8,UP,518.3948128984027,,,,
